Date,Medicine_Name,Pharmacy_ID,Pharmacy_Name,Location,Address,Stock_Available,Units_Sold,Incoming_Stock,Season,Disease_Trend,Day_of_Week,Supplier_Delay,Demand_Trend,Prescription_Required,Price,Medicine_Type,Criticality_Level,Supplier_Type,Restock_Time,Dosage_Form,Manufacturer,Shortage
2020-05-29,Glimepiride,P002,MedPlus,Dadar,Dadar East,126,90,10,Normal,Low,Friday,0,Increasing,Yes,50,Chronic,Medium,National,5,Tablet,Lupin,0
2020-05-30,Paracetamol,P003,Wellness Forever,Thane,Thane West,152,27,53,Normal,Low,Saturday,0,Increasing,No,20,Common,Low,Regional,2,Tablet,Sun Pharma,0
2020-05-31,Ibuprofen,P004,Local Care Pharmacy,Bandra,Bandra West,134,23,7,Normal,Low,Sunday,3,Stable,No,30,Common,Low,Regional,5,Tablet,Cipla,0
2020-06-01,Crocin,P001,Apollo Pharmacy,Andheri,Andheri West,163,60,42,Rainy,Medium,Monday,1,Increasing,No,25,Common,Low,Local,2,Tablet,GSK,0
2020-06-02,Cetirizine,P002,MedPlus,Dadar,Dadar East,164,64,38,Rainy,Medium,Tuesday,1,Decreasing,No,15,Common,Low,Local,3,Syrup,Dr. Reddy's,0
2020-06-03,Azithromycin,P003,Wellness Forever,Thane,Thane West,111,40,46,Rainy,Medium,Wednesday,2,Stable,Yes,90,Rare,High,Imported,12,Capsule,Pfizer,0
2020-06-04,Amoxicillin,P004,Local Care Pharmacy,Bandra,Bandra West,107,59,57,Rainy,Medium,Thursday,0,Decreasing,Yes,80,Critical,High,National,12,Capsule,Abbott,0
2020-06-05,Metformin,P001,Apollo Pharmacy,Andheri,Andheri West,152,54,2,Rainy,Medium,Friday,0,Increasing,Yes,45,Chronic,Medium,National,8,Tablet,Sun Pharma,0
2020-06-06,Amlodipine,P002,MedPlus,Dadar,Dadar East,172,53,24,Rainy,Medium,Saturday,0,Increasing,Yes,35,Chronic,Medium,National,7,Tablet,Cipla,0
2020-06-07,Insulin,P003,Wellness Forever,Thane,Thane West,144,54,28,Rainy,Medium,Sunday,0,Increasing,Yes,95,Chronic,High,National,5,Injection,Novo Nordisk,0
2020-06-08,Glimepiride,P004,Local Care Pharmacy,Bandra,Bandra West,106,69,59,Rainy,Medium,Monday,2,Stable,Yes,50,Chronic,Medium,National,5,Tablet,Lupin,0
2020-06-09,Paracetamol,P001,Apollo Pharmacy,Andheri,Andheri West,131,70,27,Rainy,Medium,Tuesday,3,Decreasing,No,20,Common,Low,Local,3,Tablet,Sun Pharma,0
2020-06-10,Ibuprofen,P002,MedPlus,Dadar,Dadar East,101,42,42,Rainy,Medium,Wednesday,1,Stable,No,30,Common,Low,Regional,3,Tablet,Cipla,0
2020-06-11,Crocin,P003,Wellness Forever,Thane,Thane West,95,60,47,Rainy,Medium,Thursday,1,Increasing,No,25,Common,Low,Local,4,Tablet,GSK,0
2020-06-12,Cetirizine,P004,Local Care Pharmacy,Bandra,Bandra West,105,50,43,Rainy,Medium,Friday,1,Stable,No,15,Common,Low,Regional,3,Syrup,Dr. Reddy's,0
2020-06-13,Azithromycin,P001,Apollo Pharmacy,Andheri,Andheri West,116,46,37,Rainy,Medium,Saturday,2,Stable,Yes,90,Rare,High,Imported,14,Capsule,Pfizer,0
2020-06-14,Amoxicillin,P002,MedPlus,Dadar,Dadar East,106,34,5,Rainy,Medium,Sunday,1,Decreasing,Yes,80,Critical,High,National,10,Capsule,Abbott,0
2020-06-15,Metformin,P003,Wellness Forever,Thane,Thane West,170,54,35,Rainy,Medium,Monday,1,Decreasing,Yes,45,Chronic,Medium,National,8,Tablet,Sun Pharma,0
2020-06-16,Amlodipine,P004,Local Care Pharmacy,Bandra,Bandra West,118,61,31,Rainy,Medium,Tuesday,3,Increasing,Yes,35,Chronic,Medium,National,6,Tablet,Cipla,0
2020-06-17,Insulin,P001,Apollo Pharmacy,Andheri,Andheri West,83,88,42,Rainy,Medium,Wednesday,0,Stable,Yes,95,Chronic,High,National,8,Injection,Novo Nordisk,0
2020-06-18,Glimepiride,P002,MedPlus,Dadar,Dadar East,118,78,24,Rainy,Medium,Thursday,1,Decreasing,Yes,50,Chronic,Medium,National,7,Tablet,Lupin,0
2020-06-19,Paracetamol,P003,Wellness Forever,Thane,Thane West,125,60,27,Rainy,Medium,Friday,0,Stable,No,20,Common,Low,Regional,4,Tablet,Sun Pharma,0
2020-06-20,Ibuprofen,P004,Local Care Pharmacy,Bandra,Bandra West,174,52,13,Rainy,Medium,Saturday,3,Stable,No,30,Common,Low,Local,2,Tablet,Cipla,0
2020-06-21,Crocin,P001,Apollo Pharmacy,Andheri,Andheri West,117,51,59,Rainy,Medium,Sunday,3,Increasing,No,25,Common,Low,Regional,4,Tablet,GSK,0
2020-06-22,Cetirizine,P002,MedPlus,Dadar,Dadar East,149,68,31,Rainy,Medium,Monday,1,Decreasing,No,15,Common,Low,Local,3,Syrup,Dr. Reddy's,0
2020-06-23,Azithromycin,P003,Wellness Forever,Thane,Thane West,126,51,26,Rainy,Medium,Tuesday,2,Increasing,Yes,90,Rare,High,Imported,10,Capsule,Pfizer,0
2020-06-24,Amoxicillin,P004,Local Care Pharmacy,Bandra,Bandra West,137,48,5,Rainy,Medium,Wednesday,0,Increasing,Yes,80,Critical,High,National,13,Capsule,Abbott,0
2020-06-25,Metformin,P001,Apollo Pharmacy,Andheri,Andheri West,161,55,5,Rainy,Medium,Thursday,3,Stable,Yes,45,Chronic,Medium,National,6,Tablet,Sun Pharma,0
2020-06-26,Amlodipine,P002,MedPlus,Dadar,Dadar East,154,66,49,Rainy,Medium,Friday,0,Stable,Yes,35,Chronic,Medium,National,8,Tablet,Cipla,0
2020-06-27,Insulin,P003,Wellness Forever,Thane,Thane West,85,92,10,Rainy,Medium,Saturday,0,Stable,Yes,95,Chronic,High,National,8,Injection,Novo Nordisk,0
2020-06-28,Glimepiride,P004,Local Care Pharmacy,Bandra,Bandra West,136,68,22,Rainy,Medium,Sunday,1,Increasing,Yes,50,Chronic,Medium,National,7,Tablet,Lupin,0
2020-06-29,Paracetamol,P001,Apollo Pharmacy,Andheri,Andheri West,144,45,49,Rainy,Medium,Monday,1,Decreasing,No,20,Common,Low,Regional,3,Tablet,Sun Pharma,0
2020-06-30,Ibuprofen,P002,MedPlus,Dadar,Dadar East,134,61,38,Rainy,Medium,Tuesday,1,Decreasing,No,30,Common,Low,Local,3,Tablet,Cipla,0
2020-07-01,Crocin,P003,Wellness Forever,Thane,Thane West,155,52,5,Rainy,Medium,Wednesday,2,Increasing,No,25,Common,Low,Regional,4,Tablet,GSK,0
2020-07-02,Cetirizine,P004,Local Care Pharmacy,Bandra,Bandra West,156,45,10,Rainy,Medium,Thursday,2,Stable,No,15,Common,Low,Regional,5,Syrup,Dr. Reddy's,0
2020-07-03,Azithromycin,P001,Apollo Pharmacy,Andheri,Andheri West,157,53,17,Rainy,Medium,Friday,0,Decreasing,Yes,90,Rare,High,Imported,14,Capsule,Pfizer,0
2020-07-04,Amoxicillin,P002,MedPlus,Dadar,Dadar East,121,46,10,Rainy,Medium,Saturday,3,Decreasing,Yes,80,Critical,High,National,9,Capsule,Abbott,0
2020-07-05,Metformin,P003,Wellness Forever,Thane,Thane West,142,51,18,Rainy,Medium,Sunday,1,Stable,Yes,45,Chronic,Medium,National,8,Tablet,Sun Pharma,0
2020-07-06,Amlodipine,P004,Local Care Pharmacy,Bandra,Bandra West,150,56,5,Rainy,Medium,Monday,2,Increasing,Yes,35,Chronic,Medium,National,5,Tablet,Cipla,0
2020-07-07,Insulin,P001,Apollo Pharmacy,Andheri,Andheri West,153,63,42,Rainy,Medium,Tuesday,2,Increasing,Yes,95,Chronic,High,National,6,Injection,Novo Nordisk,0
2020-07-08,Glimepiride,P002,MedPlus,Dadar,Dadar East,77,98,4,Rainy,Medium,Wednesday,1,Increasing,Yes,50,Chronic,Medium,National,5,Tablet,Lupin,1
2020-07-09,Paracetamol,P003,Wellness Forever,Thane,Thane West,150,70,52,Rainy,Medium,Thursday,1,Increasing,No,20,Common,Low,Regional,3,Tablet,Sun Pharma,0
2020-07-10,Ibuprofen,P004,Local Care Pharmacy,Bandra,Bandra West,175,43,22,Rainy,Medium,Friday,0,Decreasing,No,30,Common,Low,Regional,3,Tablet,Cipla,0
2020-07-11,Crocin,P001,Apollo Pharmacy,Andheri,Andheri West,109,43,3,Rainy,Medium,Saturday,1,Stable,No,25,Common,Low,Regional,2,Tablet,GSK,0
2020-07-12,Cetirizine,P002,MedPlus,Dadar,Dadar East,109,54,51,Rainy,Medium,Sunday,0,Decreasing,No,15,Common,Low,Regional,4,Syrup,Dr. Reddy's,0
2020-07-13,Azithromycin,P003,Wellness Forever,Thane,Thane West,119,38,43,Rainy,Medium,Monday,3,Stable,Yes,90,Rare,High,Imported,12,Capsule,Pfizer,0
2020-07-14,Amoxicillin,P004,Local Care Pharmacy,Bandra,Bandra West,181,38,0,Rainy,Medium,Tuesday,3,Stable,Yes,80,Critical,High,National,13,Capsule,Abbott,0
2020-07-15,Metformin,P001,Apollo Pharmacy,Andheri,Andheri West,143,57,6,Rainy,Medium,Wednesday,2,Increasing,Yes,45,Chronic,Medium,National,6,Tablet,Sun Pharma,0
2020-07-16,Amlodipine,P002,MedPlus,Dadar,Dadar East,138,42,0,Rainy,Medium,Thursday,1,Decreasing,Yes,35,Chronic,Medium,National,8,Tablet,Cipla,0
2020-07-17,Insulin,P003,Wellness Forever,Thane,Thane West,96,70,3,Rainy,Medium,Friday,0,Stable,Yes,95,Chronic,High,National,7,Injection,Novo Nordisk,0
2020-07-18,Glimepiride,P004,Local Care Pharmacy,Bandra,Bandra West,117,77,48,Rainy,Medium,Saturday,3,Stable,Yes,50,Chronic,Medium,National,8,Tablet,Lupin,0
2020-07-19,Paracetamol,P001,Apollo Pharmacy,Andheri,Andheri West,122,57,34,Rainy,Medium,Sunday,1,Increasing,No,20,Common,Low,Local,3,Tablet,Sun Pharma,0
2020-07-20,Ibuprofen,P002,MedPlus,Dadar,Dadar East,147,50,7,Rainy,Medium,Monday,0,Increasing,No,30,Common,Low,Regional,5,Tablet,Cipla,0
2020-07-21,Crocin,P003,Wellness Forever,Thane,Thane West,116,50,12,Rainy,Medium,Tuesday,0,Decreasing,No,25,Common,Low,Local,2,Tablet,GSK,0
2020-07-22,Cetirizine,P004,Local Care Pharmacy,Bandra,Bandra West,166,59,31,Rainy,Medium,Wednesday,0,Increasing,No,15,Common,Low,Regional,3,Syrup,Dr. Reddy's,0
2020-07-23,Azithromycin,P001,Apollo Pharmacy,Andheri,Andheri West,130,46,14,Rainy,Medium,Thursday,0,Increasing,Yes,90,Rare,High,Imported,9,Capsule,Pfizer,0
2020-07-24,Amoxicillin,P002,MedPlus,Dadar,Dadar East,129,44,17,Rainy,Medium,Friday,0,Increasing,Yes,80,Critical,High,National,8,Capsule,Abbott,0
2020-07-25,Metformin,P003,Wellness Forever,Thane,Thane West,94,57,56,Rainy,Medium,Saturday,3,Increasing,Yes,45,Chronic,Medium,National,8,Tablet,Sun Pharma,0
2020-07-26,Amlodipine,P004,Local Care Pharmacy,Bandra,Bandra West,123,65,54,Rainy,Medium,Sunday,2,Stable,Yes,35,Chronic,Medium,National,8,Tablet,Cipla,0
2020-07-27,Insulin,P001,Apollo Pharmacy,Andheri,Andheri West,117,89,32,Rainy,Medium,Monday,3,Decreasing,Yes,95,Chronic,High,National,7,Injection,Novo Nordisk,0
2020-07-28,Glimepiride,P002,MedPlus,Dadar,Dadar East,104,74,29,Rainy,Medium,Tuesday,1,Decreasing,Yes,50,Chronic,Medium,National,8,Tablet,Lupin,0
2020-07-29,Paracetamol,P003,Wellness Forever,Thane,Thane West,146,53,18,Rainy,Medium,Wednesday,0,Stable,No,20,Common,Low,Regional,5,Tablet,Sun Pharma,0
2020-07-30,Ibuprofen,P004,Local Care Pharmacy,Bandra,Bandra West,143,50,54,Rainy,Medium,Thursday,3,Stable,No,30,Common,Low,Regional,5,Tablet,Cipla,0
2020-07-31,Crocin,P001,Apollo Pharmacy,Andheri,Andheri West,119,66,4,Rainy,Medium,Friday,2,Decreasing,No,25,Common,Low,Local,4,Tablet,GSK,0
2020-08-01,Cetirizine,P002,MedPlus,Dadar,Dadar East,156,42,25,Rainy,Medium,Saturday,2,Increasing,No,15,Common,Low,Regional,4,Syrup,Dr. Reddy's,0
2020-08-02,Azithromycin,P003,Wellness Forever,Thane,Thane West,104,37,8,Rainy,Medium,Sunday,1,Increasing,Yes,90,Rare,High,Imported,14,Capsule,Pfizer,0
2020-08-03,Amoxicillin,P004,Local Care Pharmacy,Bandra,Bandra West,151,41,23,Rainy,Medium,Monday,3,Stable,Yes,80,Critical,High,National,14,Capsule,Abbott,0
2020-08-04,Metformin,P001,Apollo Pharmacy,Andheri,Andheri West,163,59,23,Rainy,Medium,Tuesday,2,Increasing,Yes,45,Chronic,Medium,National,6,Tablet,Sun Pharma,0
2020-08-05,Amlodipine,P002,MedPlus,Dadar,Dadar East,152,41,52,Rainy,Medium,Wednesday,3,Increasing,Yes,35,Chronic,Medium,National,6,Tablet,Cipla,0
2020-08-06,Insulin,P003,Wellness Forever,Thane,Thane West,128,55,20,Rainy,Medium,Thursday,0,Stable,Yes,95,Chronic,High,National,5,Injection,Novo Nordisk,0
2020-08-07,Glimepiride,P004,Local Care Pharmacy,Bandra,Bandra West,123,68,37,Rainy,Medium,Friday,1,Increasing,Yes,50,Chronic,Medium,National,8,Tablet,Lupin,0
2020-08-08,Paracetamol,P001,Apollo Pharmacy,Andheri,Andheri West,125,48,42,Rainy,Medium,Saturday,1,Stable,No,20,Common,Low,Regional,5,Tablet,Sun Pharma,0
2020-08-09,Ibuprofen,P002,MedPlus,Dadar,Dadar East,138,58,59,Rainy,Medium,Sunday,2,Increasing,No,30,Common,Low,Regional,4,Tablet,Cipla,0
2020-08-10,Crocin,P003,Wellness Forever,Thane,Thane West,118,60,9,Rainy,Medium,Monday,0,Increasing,No,25,Common,Low,Local,4,Tablet,GSK,0
2020-08-11,Cetirizine,P004,Local Care Pharmacy,Bandra,Bandra West,175,45,36,Rainy,Medium,Tuesday,0,Increasing,No,15,Common,Low,Regional,3,Syrup,Dr. Reddy's,0
2020-08-12,Azithromycin,P001,Apollo Pharmacy,Andheri,Andheri West,97,54,51,Rainy,Medium,Wednesday,3,Decreasing,Yes,90,Rare,High,Imported,12,Capsule,Pfizer,0
2020-08-13,Amoxicillin,P002,MedPlus,Dadar,Dadar East,158,39,55,Rainy,Medium,Thursday,2,Increasing,Yes,80,Critical,High,National,15,Capsule,Abbott,0
2020-08-14,Metformin,P003,Wellness Forever,Thane,Thane West,158,70,48,Rainy,Medium,Friday,0,Decreasing,Yes,45,Chronic,Medium,National,8,Tablet,Sun Pharma,0
2020-08-15,Amlodipine,P004,Local Care Pharmacy,Bandra,Bandra West,105,53,26,Rainy,Medium,Saturday,2,Stable,Yes,35,Chronic,Medium,National,5,Tablet,Cipla,0
2020-08-16,Insulin,P001,Apollo Pharmacy,Andheri,Andheri West,93,60,34,Rainy,Medium,Sunday,2,Stable,Yes,95,Chronic,High,National,8,Injection,Novo Nordisk,0
2020-08-17,Glimepiride,P002,MedPlus,Dadar,Dadar East,141,66,43,Rainy,Medium,Monday,3,Decreasing,Yes,50,Chronic,Medium,National,6,Tablet,Lupin,0
2020-08-18,Paracetamol,P003,Wellness Forever,Thane,Thane West,130,67,60,Rainy,Medium,Tuesday,2,Stable,No,20,Common,Low,Regional,4,Tablet,Sun Pharma,0
2020-08-19,Ibuprofen,P004,Local Care Pharmacy,Bandra,Bandra West,154,42,30,Rainy,Medium,Wednesday,3,Stable,No,30,Common,Low,Regional,3,Tablet,Cipla,0
2020-08-20,Crocin,P001,Apollo Pharmacy,Andheri,Andheri West,129,41,3,Rainy,Medium,Thursday,3,Increasing,No,25,Common,Low,Local,3,Tablet,GSK,0
2020-08-21,Cetirizine,P002,MedPlus,Dadar,Dadar East,157,50,5,Rainy,Medium,Friday,1,Decreasing,No,15,Common,Low,Regional,5,Syrup,Dr. Reddy's,0
2020-08-22,Azithromycin,P003,Wellness Forever,Thane,Thane West,163,36,15,Rainy,Medium,Saturday,2,Increasing,Yes,90,Rare,High,Imported,15,Capsule,Pfizer,0
2020-08-23,Amoxicillin,P004,Local Care Pharmacy,Bandra,Bandra West,146,37,39,Rainy,Medium,Sunday,1,Increasing,Yes,80,Critical,High,National,10,Capsule,Abbott,0
2020-08-24,Metformin,P001,Apollo Pharmacy,Andheri,Andheri West,151,40,50,Rainy,Medium,Monday,1,Stable,Yes,45,Chronic,Medium,National,6,Tablet,Sun Pharma,0
2020-08-25,Amlodipine,P002,MedPlus,Dadar,Dadar East,162,41,28,Rainy,Medium,Tuesday,1,Decreasing,Yes,35,Chronic,Medium,National,6,Tablet,Cipla,0
2020-08-26,Insulin,P003,Wellness Forever,Thane,Thane West,125,73,47,Rainy,Medium,Wednesday,3,Stable,Yes,95,Chronic,High,National,5,Injection,Novo Nordisk,0
2020-08-27,Glimepiride,P004,Local Care Pharmacy,Bandra,Bandra West,147,64,44,Rainy,Medium,Thursday,3,Stable,Yes,50,Chronic,Medium,National,8,Tablet,Lupin,0
2020-08-28,Paracetamol,P001,Apollo Pharmacy,Andheri,Andheri West,98,48,28,Rainy,Medium,Friday,0,Increasing,No,20,Common,Low,Local,5,Tablet,Sun Pharma,0
2020-08-29,Ibuprofen,P002,MedPlus,Dadar,Dadar East,91,69,23,Rainy,Medium,Saturday,0,Stable,No,30,Common,Low,Local,3,Tablet,Cipla,0
2020-08-30,Crocin,P003,Wellness Forever,Thane,Thane West,108,63,31,Rainy,Medium,Sunday,3,Increasing,No,25,Common,Low,Regional,3,Tablet,GSK,0
2020-08-31,Cetirizine,P004,Local Care Pharmacy,Bandra,Bandra West,143,44,2,Rainy,Medium,Monday,0,Decreasing,No,15,Common,Low,Regional,3,Syrup,Dr. Reddy's,0
2020-09-01,Azithromycin,P001,Apollo Pharmacy,Andheri,Andheri West,129,10,7,Normal,Low,Tuesday,1,Decreasing,Yes,90,Rare,High,Imported,12,Capsule,Pfizer,0
2020-09-02,Amoxicillin,P002,MedPlus,Dadar,Dadar East,149,15,54,Normal,Low,Wednesday,0,Increasing,Yes,80,Critical,High,National,12,Capsule,Abbott,0
2020-09-03,Metformin,P003,Wellness Forever,Thane,Thane West,146,10,24,Normal,Low,Thursday,2,Stable,Yes,45,Chronic,Medium,National,6,Tablet,Sun Pharma,0
2020-09-04,Amlodipine,P004,Local Care Pharmacy,Bandra,Bandra West,109,23,18,Normal,Low,Friday,1,Decreasing,Yes,35,Chronic,Medium,National,7,Tablet,Cipla,0
2020-09-05,Insulin,P001,Apollo Pharmacy,Andheri,Andheri West,147,55,30,Normal,Low,Saturday,3,Stable,Yes,95,Chronic,High,National,6,Injection,Novo Nordisk,0
2020-09-06,Glimepiride,P002,MedPlus,Dadar,Dadar East,90,63,38,Normal,Low,Sunday,2,Decreasing,Yes,50,Chronic,Medium,National,7,Tablet,Lupin,0
2020-09-07,Paracetamol,P003,Wellness Forever,Thane,Thane West,117,21,6,Normal,Low,Monday,0,Stable,No,20,Common,Low,Regional,4,Tablet,Sun Pharma,0
2020-09-08,Ibuprofen,P004,Local Care Pharmacy,Bandra,Bandra West,134,19,16,Normal,Low,Tuesday,3,Increasing,No,30,Common,Low,Regional,3,Tablet,Cipla,0
2020-09-09,Crocin,P001,Apollo Pharmacy,Andheri,Andheri West,158,15,16,Normal,Low,Wednesday,0,Stable,No,25,Common,Low,Regional,4,Tablet,GSK,0
2020-09-10,Cetirizine,P002,MedPlus,Dadar,Dadar East,136,15,17,Normal,Low,Thursday,1,Decreasing,No,15,Common,Low,Local,3,Syrup,Dr. Reddy's,0
2020-09-11,Azithromycin,P003,Wellness Forever,Thane,Thane West,181,10,55,Normal,Low,Friday,3,Decreasing,Yes,90,Rare,High,Imported,10,Capsule,Pfizer,0
2020-09-12,Amoxicillin,P004,Local Care Pharmacy,Bandra,Bandra West,174,19,41,Normal,Low,Saturday,1,Stable,Yes,80,Critical,High,National,10,Capsule,Abbott,0
2020-09-13,Metformin,P001,Apollo Pharmacy,Andheri,Andheri West,123,14,4,Normal,Low,Sunday,0,Decreasing,Yes,45,Chronic,Medium,National,7,Tablet,Sun Pharma,0
2020-09-14,Amlodipine,P002,MedPlus,Dadar,Dadar East,163,30,52,Normal,Low,Monday,0,Decreasing,Yes,35,Chronic,Medium,National,7,Tablet,Cipla,0
2020-09-15,Insulin,P003,Wellness Forever,Thane,Thane West,115,92,48,Normal,Low,Tuesday,2,Stable,Yes,95,Chronic,High,National,5,Injection,Novo Nordisk,0
2020-09-16,Glimepiride,P004,Local Care Pharmacy,Bandra,Bandra West,146,65,6,Normal,Low,Wednesday,1,Stable,Yes,50,Chronic,Medium,National,5,Tablet,Lupin,0
2020-09-17,Paracetamol,P001,Apollo Pharmacy,Andheri,Andheri West,119,17,27,Normal,Low,Thursday,2,Stable,No,20,Common,Low,Local,3,Tablet,Sun Pharma,0
2020-09-18,Ibuprofen,P002,MedPlus,Dadar,Dadar East,154,15,19,Normal,Low,Friday,2,Decreasing,No,30,Common,Low,Local,4,Tablet,Cipla,0
2020-09-19,Crocin,P003,Wellness Forever,Thane,Thane West,182,24,56,Normal,Low,Saturday,2,Increasing,No,25,Common,Low,Local,4,Tablet,GSK,0
2020-09-20,Cetirizine,P004,Local Care Pharmacy,Bandra,Bandra West,194,11,9,Normal,Low,Sunday,1,Decreasing,No,15,Common,Low,Regional,4,Syrup,Dr. Reddy's,0
2020-09-21,Azithromycin,P001,Apollo Pharmacy,Andheri,Andheri West,157,10,24,Normal,Low,Monday,1,Increasing,Yes,90,Rare,High,Imported,14,Capsule,Pfizer,0
2020-09-22,Amoxicillin,P002,MedPlus,Dadar,Dadar East,131,18,31,Normal,Low,Tuesday,0,Decreasing,Yes,80,Critical,High,National,14,Capsule,Abbott,0
2020-09-23,Metformin,P003,Wellness Forever,Thane,Thane West,157,13,31,Normal,Low,Wednesday,1,Increasing,Yes,45,Chronic,Medium,National,6,Tablet,Sun Pharma,0
2020-09-24,Amlodipine,P004,Local Care Pharmacy,Bandra,Bandra West,158,23,5,Normal,Low,Thursday,2,Decreasing,Yes,35,Chronic,Medium,National,8,Tablet,Cipla,0
2020-09-25,Insulin,P001,Apollo Pharmacy,Andheri,Andheri West,100,57,36,Normal,Low,Friday,3,Stable,Yes,95,Chronic,High,National,5,Injection,Novo Nordisk,0
2020-09-26,Glimepiride,P002,MedPlus,Dadar,Dadar East,110,60,57,Normal,Low,Saturday,2,Decreasing,Yes,50,Chronic,Medium,National,7,Tablet,Lupin,0
2020-09-27,Paracetamol,P003,Wellness Forever,Thane,Thane West,159,11,49,Normal,Low,Sunday,3,Stable,No,20,Common,Low,Regional,5,Tablet,Sun Pharma,0
2020-09-28,Ibuprofen,P004,Local Care Pharmacy,Bandra,Bandra West,138,13,55,Normal,Low,Monday,3,Increasing,No,30,Common,Low,Regional,5,Tablet,Cipla,0
2020-09-29,Crocin,P001,Apollo Pharmacy,Andheri,Andheri West,175,29,55,Normal,Low,Tuesday,3,Increasing,No,25,Common,Low,Local,5,Tablet,GSK,0
2020-09-30,Cetirizine,P002,MedPlus,Dadar,Dadar East,118,30,37,Normal,Low,Wednesday,2,Stable,No,15,Common,Low,Local,4,Syrup,Dr. Reddy's,0
2020-10-01,Azithromycin,P003,Wellness Forever,Thane,Thane West,138,10,51,Normal,Low,Thursday,1,Increasing,Yes,90,Rare,High,Imported,15,Capsule,Pfizer,0
2020-10-02,Amoxicillin,P004,Local Care Pharmacy,Bandra,Bandra West,123,10,53,Normal,Low,Friday,0,Increasing,Yes,80,Critical,High,National,11,Capsule,Abbott,0
2020-10-03,Metformin,P001,Apollo Pharmacy,Andheri,Andheri West,159,15,2,Normal,Low,Saturday,0,Decreasing,Yes,45,Chronic,Medium,National,7,Tablet,Sun Pharma,0
2020-10-04,Amlodipine,P002,MedPlus,Dadar,Dadar East,160,21,47,Normal,Low,Sunday,1,Decreasing,Yes,35,Chronic,Medium,National,6,Tablet,Cipla,0
2020-10-05,Insulin,P003,Wellness Forever,Thane,Thane West,145,60,12,Normal,Low,Monday,3,Decreasing,Yes,95,Chronic,High,National,7,Injection,Novo Nordisk,0
2020-10-06,Glimepiride,P004,Local Care Pharmacy,Bandra,Bandra West,102,99,55,Normal,Low,Tuesday,2,Decreasing,Yes,50,Chronic,Medium,National,7,Tablet,Lupin,0
2020-10-07,Paracetamol,P001,Apollo Pharmacy,Andheri,Andheri West,181,21,27,Normal,Low,Wednesday,2,Decreasing,No,20,Common,Low,Regional,3,Tablet,Sun Pharma,0
2020-10-08,Ibuprofen,P002,MedPlus,Dadar,Dadar East,171,25,53,Normal,Low,Thursday,2,Increasing,No,30,Common,Low,Local,5,Tablet,Cipla,0
2020-10-09,Crocin,P003,Wellness Forever,Thane,Thane West,146,28,34,Normal,Low,Friday,1,Increasing,No,25,Common,Low,Regional,3,Tablet,GSK,0
2020-10-10,Cetirizine,P004,Local Care Pharmacy,Bandra,Bandra West,191,12,36,Normal,Low,Saturday,1,Decreasing,No,15,Common,Low,Regional,3,Syrup,Dr. Reddy's,0
2020-10-11,Azithromycin,P001,Apollo Pharmacy,Andheri,Andheri West,187,21,17,Normal,Low,Sunday,0,Increasing,Yes,90,Rare,High,Imported,10,Capsule,Pfizer,0
2020-10-12,Amoxicillin,P002,MedPlus,Dadar,Dadar East,156,21,48,Normal,Low,Monday,1,Decreasing,Yes,80,Critical,High,National,11,Capsule,Abbott,0
2020-10-13,Metformin,P003,Wellness Forever,Thane,Thane West,148,30,25,Normal,Low,Tuesday,2,Stable,Yes,45,Chronic,Medium,National,8,Tablet,Sun Pharma,0
2020-10-14,Amlodipine,P004,Local Care Pharmacy,Bandra,Bandra West,122,30,18,Normal,Low,Wednesday,0,Increasing,Yes,35,Chronic,Medium,National,7,Tablet,Cipla,0
2020-10-15,Insulin,P001,Apollo Pharmacy,Andheri,Andheri West,117,77,59,Normal,Low,Thursday,1,Stable,Yes,95,Chronic,High,National,8,Injection,Novo Nordisk,0
2020-10-16,Glimepiride,P002,MedPlus,Dadar,Dadar East,134,85,41,Normal,Low,Friday,3,Increasing,Yes,50,Chronic,Medium,National,8,Tablet,Lupin,0
2020-10-17,Paracetamol,P003,Wellness Forever,Thane,Thane West,114,17,46,Normal,Low,Saturday,3,Decreasing,No,20,Common,Low,Regional,2,Tablet,Sun Pharma,0
2020-10-18,Ibuprofen,P004,Local Care Pharmacy,Bandra,Bandra West,149,21,0,Normal,Low,Sunday,1,Decreasing,No,30,Common,Low,Local,5,Tablet,Cipla,0
2020-10-19,Crocin,P001,Apollo Pharmacy,Andheri,Andheri West,186,15,9,Normal,Low,Monday,3,Stable,No,25,Common,Low,Local,2,Tablet,GSK,0
2020-10-20,Cetirizine,P002,MedPlus,Dadar,Dadar East,129,25,30,Normal,Low,Tuesday,3,Increasing,No,15,Common,Low,Local,2,Syrup,Dr. Reddy's,0
2020-10-21,Azithromycin,P003,Wellness Forever,Thane,Thane West,138,20,27,Normal,Low,Wednesday,0,Increasing,Yes,90,Rare,High,Imported,9,Capsule,Pfizer,0
2020-10-22,Amoxicillin,P004,Local Care Pharmacy,Bandra,Bandra West,184,14,44,Normal,Low,Thursday,0,Increasing,Yes,80,Critical,High,National,15,Capsule,Abbott,0
2020-10-23,Metformin,P001,Apollo Pharmacy,Andheri,Andheri West,114,24,5,Normal,Low,Friday,1,Stable,Yes,45,Chronic,Medium,National,6,Tablet,Sun Pharma,0
2020-10-24,Amlodipine,P002,MedPlus,Dadar,Dadar East,115,13,19,Normal,Low,Saturday,1,Increasing,Yes,35,Chronic,Medium,National,5,Tablet,Cipla,0
